0089326,0
0143026,3
0209643,0
0212905,0
0230270,7
0246656,2
0248013,2
0255576,-1
0256714,-2
0257227,0
0258136,0
0260006,0
0260455,0
0268657,1
0274707,2
0285104,-4
0290179,-1
0295292,0
0295311,3
0296572,-1
0297879,1
0299038,-6
0299110,-1
0299507,-2
0299566,-1
0300698,0
0301025,2
0302715,0
0304218,-2
0304712,3
0305931,-4
0307468,-5
0307925,-2
0307928,2
0308357,0
0308359,1
0310118,-1
0310238,-1
0310567,4
0310859,1
0313670,-5
0313935,0
0314762,-3
0314988,-2
0315480,-3
0315707,2
0315755,-1
0315761,0
0315838,-1
0315999,0
0316083,1
0316203,0
0316249,1
0316276,0
0316289,7
0316776,0
0316782,1
0316983,-1
0317212,1
0317213,3
0317282,3
0317406,0
0317761,0
0317802,-2
0317991,-2
0318155,1
0318399,1
0318402,-1
0318452,5
0319009,-1
0319539,3
0319848,1
0319862,6
0319868,1
0320222,1
0320230,1
0320289,2
0320572,0
0320585,-5
0320696,0
0320699,-4
0320865,-2
0321088,-1
0321321,-2
0321540,0
0322091,-1
0322656,-8
0323168,0
0323208,1
0323334,-1
0323362,-2
0323416,1
0323430,6
0323596,-1
0323701,3
0324158,2
0324167,3
0326731,0
0326755,1
0326911,3
0327354,-5
0327890,-1
0329028,-2
0329075,-1
0329136,0
0329807,1
0331434,2
0331643,-1
0333844,-1
0334737,3
0335113,-1
0335272,1
0336142,-2
0338339,3
0341640,-3
0342509,-2
0346674,-4
0346891,1
0347215,1
0347403,1
0347432,2
0347883,-2
0349626,-3
0349696,-4
0350247,-1
0350332,2
0351703,6
0352895,2
0353373,0
0353608,-2
0355107,-1
0355430,2
0356003,-4
0357581,1
0360348,-2
0360754,0
0361562,-3
0362229,0
0362527,1
0363275,4
0363393,3
0364465,-2
0364801,8
0365654,2
0365987,0
0366233,0
0366657,1
0366894,2
0366920,1
0367019,-1
0367076,-3
0367173,-2
0367219,0
0367226,0
0367237,1
0367264,-3
0367331,0
0367353,0
0367423,-1
0367612,-4
0368216,1
0368240,-2
0368300,3
0368356,1
0368434,-1
0368550,-2
0368657,2
0368661,1
0368715,2
0368717,0
0368730,-1
0368869,-1
0368884,0
0369069,-3
0369097,0
0369112,2
0369128,0
0369280,2
0369311,-2
0369316,0
0369374,0
0369454,4
0369499,-4
0369592,3
0369641,3
0369706,-2
0369756,0
0369882,3
0369949,1
0370030,5
0370234,-4
0370273,-2
0370391,2
0370650,-1
0370719,1
0371028,2
0371060,2
0371185,2
0371187,0
0371190,1
0371695,2
0371800,-4
0372274,0
0372563,-1
0372576,-5
0372819,1
0372908,0
0372973,-3
0373220,0
0373251,-1
0373430,-1
0373450,0
0373484,-2
0373718,-1
0373731,1
0374043,-2
0374197,-3
0374244,-1
0374391,2
0374436,-1
0374720,-2
0374963,4
0375027,-1
0375070,-1
0375109,1
0375112,3
0375373,1
0375520,-2
0375525,-2
0375613,-2
0375688,-2
0375707,-2
0375745,0
0375773,2
0375869,1
0375926,0
0375953,0
0375987,4
0376207,1
0376221,0
0376284,-1
0376447,1
0376699,-2
0376734,-1
0376780,3
0376789,2
0376993,-2
0377123,-1
0377146,-2
0377274,-3
0377303,1
0377310,0
0377331,1
0377351,3
0377365,-1
0377411,-5
0377434,-1
0377440,-3
0377448,-1
0377494,0
0377560,5
0377766,-4
0377814,1
0377823,0
0377850,3
0377851,1
0377861,-2
0377869,0
0377873,-1
0377885,1
0377956,4
0377971,2
0378122,-6
0378327,-1
0378396,-1
0378412,2
0378416,1
0378626,0
0378630,-2
0378633,2
0378636,0
0378645,-1
0378700,1
0378828,-2
0378841,2
0378856,0
0378872,0
0378874,2
0378877,2
0378881,-2
0378883,0
0378892,2
0378894,0
0378914,1
0378919,4
0378932,-2
0379001,-2
0379019,1
0379037,0
0379043,-2
0379053,-1
0379054,-1
0379070,0
0379080,0
0379090,-2
0379097,2
0379106,0
0379109,0
0379110,-2
0379120,0
0379125,1
0379134,1
0379137,4
0379141,0
0379145,1
0379370,-2
0379666,2
0379987,0
0380168,0
0380224,5
0380415,0
0380660,-1
0380681,-3
0380805,-3
0381100,-1
0381522,0
0381535,1
0381589,-3
0381654,1
0381663,2
0381686,0
0381733,3
0381842,0
0381936,-4
0381943,1
0381951,3
0381954,-2
0381965,5
0381998,-1
0381999,1
0382003,2
0382006,-1
0382298,-1
0382595,-1
0382618,2
0382624,5
0382633,0
0382643,0
0382743,0
0383052,5
0383377,3
0383419,4
