0088974,0
0106146,0
0112725,3
0116562,1
0116577,-5
0118057,0
0119673,-2
0121556,1
0124013,-4
0129084,0
0131488,0
0142352,-4
0147527,1
0148753,-1
0151602,0
0151735,3
0151878,0
0151885,-2
0151912,-1
0152028,4
0152031,-1
0152046,0
0152051,1
0152107,0
0152159,-4
0154499,-1
0155908,2
0157233,1
0157256,4
0158009,5
0158147,-1
0159285,0
0161055,1
0161648,1
0161819,2
0161895,2
0161984,-1
0162467,-2
0163012,0
0163334,3
0163797,2
0163818,-1
0164256,-1
0164336,-2
0166488,1
0167076,1
0167229,0
0168054,0
0168073,1
0169719,0
0171094,-3
0171226,-1
0171259,-1
0172755,0
0174592,2
0174966,0
0175288,1
0181753,0
0181789,3
0182137,1
0182275,0
0182602,2
0184834,-1
0185375,0
0185862,-1
0189886,1
0190389,2
0191441,-2
0191936,1
0192172,1
0202428,-1
0202526,-4
0202774,0
0203009,-2
0203106,0
0204704,-1
0204708,7
0204709,1
0206503,-2
0208184,-2
0210484,-3
0210744,-1
0214311,5
0215332,1
0215846,-1
0216234,1
0216918,-1
0217757,3
0217906,1
0220166,2
0220366,0
0220924,2
0221521,1
0222396,2
0222533,1
0222568,1
0224261,1
0224335,1
0224605,0
0225324,-2
0225595,-1
0226026,1
0226275,0
0226608,2
0227093,-1
0227487,0
0227545,-3
0227655,0
0228434,-1
0229449,-2
0229586,-1
0229632,-1
0229829,2
0229834,-1
0230316,-2
0232113,-2
0232980,1
0234004,0
0234809,-1
0235019,-1
0235418,-1
0235864,1
0236160,-1
0236897,0
0237325,-2
0238367,-1
0238486,2
0238545,0
0238551,4
0240764,1
0241162,-5
0242815,2
0245479,4
0249683,-8
0250088,-3
0251840,3
0254769,3
0264719,0
0264738,-2
0266358,0
0266377,2
0266968,2
0267161,3
0267199,1
0267225,1
0267545,-9
0267657,-1
0267982,1
0268485,-4
0268726,2
0268805,-3
0268964,0
0269499,-4
0269834,2
0270170,5
0270615,1
0270895,2
0271574,-5
0271602,0
0271943,-3
0272558,-3
0272653,-1
0273727,2
0273875,1
0273972,4
0274047,-3
0274305,-4
0274557,-3
0275160,2
0276820,2
0277096,1
0277349,-3
0277415,0
0277449,0
0277479,5
0277682,-2
0278473,3
0280796,1
0281219,-1
0281465,2
0282515,-2
0282735,0
0282889,0
0282896,2
0283908,0
0285508,3
0285845,2
0286388,-1
0287860,4
0288022,0
0289929,-1
0290808,1
0291271,-3
0294127,0
0294824,0
0295938,2
0296530,3
0296538,-1
0297046,0
0304901,1
0310094,-1
0311094,0
0316190,-3
0318011,1
0320236,0
0322329,0
0322924,4
0324358,0
0324466,-4
0324595,0
0324986,0
0325095,0
0325160,0
0325603,-6
0325649,2
0325958,-2
0326401,0
0326643,1
0326676,1
0326682,3
0326768,-1
0327246,1
0327252,-1
0327277,-4
0327969,0
0328335,1
0328855,0
0328910,1
0329051,-4
0329071,-2
0329080,1
0329140,1
0329156,1
0329207,1
0329984,-1
0329999,2
0330007,0
0330039,0
0330295,-5
0330737,3
0331105,-2
0331462,0
0331585,-2
0331733,-1
0332269,0
0333661,0
0333818,-2
0333840,1
0334461,-3
0334598,0
0334625,-1
0335786,0
0336039,2
0336141,2
0336407,-1
0336607,-2
0336703,4
0337129,0
0339268,1
0341668,-3
0342066,-2
0342095,1
0346682,-2
0350240,-2
0355624,0
0359260,1
0359265,3
0363448,-1
0366333,2
0379894,0
0387095,5
0387679,-1
0392850,-1
0408558,0
0411343,0
0437785,2
0441446,2
0445255,2
0451227,-3
0455028,0
0455914,0
0460104,-2
0464402,-2
0489633,-1
0494954,-2
0500776,0
0501491,0
0507093,0
0510724,0
0519128,6
0521903,0
0528743,0
0531322,0
0532676,6
0532789,1
0538751,1
0540341,1
0541981,0
0549705,-1
0558635,3
0567707,3
0570062,1
0589599,0
0595479,-1
0612936,1
0613976,0
0620130,0
0631867,-2
0633018,5
0633175,3
0638776,2
0644822,-1
0651732,1
0654929,0
0656383,-1
0659687,2
0662518,1
0672666,0
0678403,-4
0681007,3
0694422,-1
0699508,0
0699588,-2
0706970,3
0711881,1
0730157,1
